,Hostname,Stage Name,Artist,Timeslot,Date,Year,Day,Weekend,Genre
4360,All Day I Dream,Leaf,Lost Desert,12:30 - 16:30,29 July,2017,Saturday,Weekend 2,Unknown
4361,All Day I Dream,Leaf,Lee Burridge,16:30 - 19:30,29 July,2017,Saturday,Weekend 2,"Progressive House, Techno"
4362,All Day I Dream,Leaf,Bedouin,19:30 - 23:30,29 July,2017,Saturday,Weekend 2,Commercial Dance
4363,Mainstage,Mainstage,Joris Voorn,12:00 - 14:55,29 July,2017,Saturday,Weekend 2,"Tech House, Techno"
4364,Mainstage,Mainstage,DJ Licious,14:55 - 15:55,29 July,2017,Saturday,Weekend 2,House
4365,Mainstage,Mainstage,Wolfpack,15:55 - 16:55,29 July,2017,Saturday,Weekend 2,"Commercial Dance, Electro House, Progressive House"
4366,Mainstage,Mainstage,ALOK,16:55 - 17:55,29 July,2017,Saturday,Weekend 2,Commercial Dance
4367,Mainstage,Mainstage,Sunnery James & Ryan Marciano,17:55 - 18:55,29 July,2017,Saturday,Weekend 2,Electro House
4368,Mainstage,Mainstage,Don Diablo,18:55 - 19:55,29 July,2017,Saturday,Weekend 2,Progressive House
4369,Mainstage,Mainstage,W&W,19:55 - 20:55,29 July,2017,Saturday,Weekend 2,Trance
4370,Mainstage,Mainstage,KSHMR,20:55 - 21:55,29 July,2017,Saturday,Weekend 2,"Electro House, Electronica, Indie / Underground, Progressive House, Tech House"
4371,Mainstage,Mainstage,Armin Van Buuren,21:55 - 22:55,29 July,2017,Saturday,Weekend 2,Trance
4372,Mainstage,Mainstage,Dimitri Vegas & Like Mike,22:55 - 23:55,29 July,2017,Saturday,Weekend 2,Electro House
4373,Mainstage,Mainstage,Alesso,23:55 - 00:55,29 July,2017,Saturday,Weekend 2,Progressive House
4374,Lost Frequencies & Friends,Organ of Harmony,Curtis Alto (live),12:30 - 14:00,29 July,2017,Saturday,Weekend 2,Unknown
4375,Barong Family,House of Books,Flux Pavilion,21:50 - 22:50,29 July,2017,Saturday,Weekend 2,Dubstep
4376,Lost Frequencies & Friends,Organ of Harmony,Mike Perry,15:00 - 16:00,29 July,2017,Saturday,Weekend 2,Unknown
4377,Lost Frequencies & Friends,Organ of Harmony,Thomas Jack,16:00 - 17:00,29 July,2017,Saturday,Weekend 2,"Progressive House, Funky House"
4378,Lost Frequencies & Friends,Organ of Harmony,Sigala,17:00 - 18:00,29 July,2017,Saturday,Weekend 2,Pop House
4379,Lost Frequencies & Friends,Organ of Harmony,Henri PFR,18:00 - 19:00,29 July,2017,Saturday,Weekend 2,"Commercial Dance, Electronica, Traditional House"
4380,Lost Frequencies & Friends,Organ of Harmony,Disciples,19:00 - 20:00,29 July,2017,Saturday,Weekend 2,"Electronica, Traditional House"
4381,Lost Frequencies & Friends,Organ of Harmony,Lost Frequencies,20:00 - 21:30,29 July,2017,Saturday,Weekend 2,"Electro House, Electronica, Traditional House"
4382,Lost Frequencies & Friends,Organ of Harmony,Oscar & The Wolf (live),21:30 - 22:30,29 July,2017,Saturday,Weekend 2,Unknown
4383,Lost Frequencies & Friends,Organ of Harmony,Duke Dumont,22:30 - 23:30,29 July,2017,Saturday,Weekend 2,Electronica
4384,Lost Frequencies & Friends,Organ of Harmony,Fatboy Slim,23:30 - 01:00,29 July,2017,Saturday,Weekend 2,"Electronica, Traditional House"
4385,The Sound of Tomorrow,Sound of Tomorrow Island,Nuroy,12:30 - 14:00,29 July,2017,Saturday,Weekend 2,Unknown
4386,The Sound of Tomorrow,Sound of Tomorrow Island,Xavier Shimshack,14:00 - 15:00,29 July,2017,Saturday,Weekend 2,Unknown
4387,The Sound of Tomorrow,Sound of Tomorrow Island,TND,15:00 - 16:00,29 July,2017,Saturday,Weekend 2,Unknown
4388,The Sound of Tomorrow,Sound of Tomorrow Island,Const,16:00 - 17:00,29 July,2017,Saturday,Weekend 2,"Chiptune, Hardcore, Techno"
4389,The Sound of Tomorrow,Sound of Tomorrow Island,CYA,17:00 - 18:00,29 July,2017,Saturday,Weekend 2,Commercial Dance
4390,The Sound of Tomorrow,Sound of Tomorrow Island,Yall,18:00 - 19:30,29 July,2017,Saturday,Weekend 2,"Traditional House, Techno"
4391,The Sound of Tomorrow,Sound of Tomorrow Island,Codeko,19:30 - 20:30,29 July,2017,Saturday,Weekend 2,"Future Bass, Trap, Midtempo Bass, Dubstep"
4392,The Sound of Tomorrow,Sound of Tomorrow Island,Curbi,20:30 - 22:00,29 July,2017,Saturday,Weekend 2,"Commercial Dance, Electronica"
4393,The Sound of Tomorrow,Sound of Tomorrow Island,Maurice West,22:00 - 23:00,29 July,2017,Saturday,Weekend 2,Unknown
4394,The Sound of Tomorrow,Sound of Tomorrow Island,Maori,23:00 - 00:00,29 July,2017,Saturday,Weekend 2,Unknown
4395,Woody Weekend,The Rave Cave,Maximo,12:00 - 13:00,29 July,2017,Saturday,Weekend 2,House
4396,Woody Weekend,The Rave Cave,Samyn,13:00 - 14:00,29 July,2017,Saturday,Weekend 2,Unknown
4397,Woody Weekend,The Rave Cave,VVM,14:00 - 15:00,29 July,2017,Saturday,Weekend 2,Unknown
4398,Woody Weekend,The Rave Cave,Mathy,15:00 - 16:00,29 July,2017,Saturday,Weekend 2,Unknown
4399,Woody Weekend,The Rave Cave,Que 9,16:00 - 17:00,29 July,2017,Saturday,Weekend 2,Unknown
4400,Lost Frequencies & Friends,Organ of Harmony,Zonderling,14:00 - 15:00,29 July,2017,Saturday,Weekend 2,Commercial Dance
4401,Woody Weekend,The Rave Cave,Basement Sounds,18:00 - 19:00,29 July,2017,Saturday,Weekend 2,Unknown
4402,Woody Weekend,The Rave Cave,Wezlee,19:00 - 20:00,29 July,2017,Saturday,Weekend 2,Unknown
4403,Woody Weekend,The Rave Cave,Thim,20:00 - 21:30,29 July,2017,Saturday,Weekend 2,House
4404,Woody Weekend,The Rave Cave,Greg Lamore vs. Jay Lee Hudson,21:30 - 23:30,29 July,2017,Saturday,Weekend 2,Unknown
4405,Woody Weekend,The Rave Cave,Many Moore,23:30 - 01:00,29 July,2017,Saturday,Weekend 2,House
4406,Bonzai,The Rose Garden,DJ Fire,13:00 - 14:30,29 July,2017,Saturday,Weekend 2,Electronic
4407,Bonzai,The Rose Garden,Phi Phi,14:30 - 16:00,29 July,2017,Saturday,Weekend 2,"Progressive House, Trance"
4408,Bonzai,The Rose Garden,John '00' Fleming,16:00 - 17:30,29 July,2017,Saturday,Weekend 2,Unknown
4409,Bonzai,The Rose Garden,Bountyhunter,17:30 - 18:30,29 July,2017,Saturday,Weekend 2,"Hardcore, Gabber, Electronic"
4410,Bonzai,The Rose Garden,Jan Vervloet,18:30 - 20:00,29 July,2017,Saturday,Weekend 2,Progressive House
4411,Bonzai,The Rose Garden,DJ Ghost,20:00 - 21:00,29 July,2017,Saturday,Weekend 2,"Hard Trance, Techno"
4412,Bonzai,The Rose Garden,Franky Kloeck,21:00 - 22:30,29 July,2017,Saturday,Weekend 2,"Techno, Hard Trance"
4413,Bonzai,The Rose Garden,Yves Deruyter,22:30 - 23:30,29 July,2017,Saturday,Weekend 2,Trance
4414,Bonzai,The Rose Garden,Bonzai All Stars,23:30 - 01:00,29 July,2017,Saturday,Weekend 2,"Techno, Trance"
4415,Generation Smash,Tulip,Nexuz vs. Luka Caro,13:00 - 14:00,29 July,2017,Saturday,Weekend 2,Unknown
4416,Generation Smash,Tulip,Makasi vs. Kaku,14:00 - 15:00,29 July,2017,Saturday,Weekend 2,Unknown
4417,Generation Smash,Tulip,Le Shuuk,15:00 - 16:00,29 July,2017,Saturday,Weekend 2,Unknown
4418,Generation Smash,Tulip,Cheat Codes,16:00 - 17:00,29 July,2017,Saturday,Weekend 2,"Commercial Dance, Electronica"
4419,Generation Smash,Tulip,Julian Jordan,17:00 - 18:00,29 July,2017,Saturday,Weekend 2,Electro House
4420,Generation Smash,Tulip,D'Angello & Francis,18:00 - 19:00,29 July,2017,Saturday,Weekend 2,Unknown
4421,Generation Smash,Tulip,Goldfish & Blink,19:00 - 20:00,29 July,2017,Saturday,Weekend 2,Unknown
4422,Generation Smash,Tulip,MAD M.A.C. vs. Playmen,20:00 - 21:00,29 July,2017,Saturday,Weekend 2,Unknown
4423,Generation Smash,Tulip,Sidney Samson,21:00 - 22:00,29 July,2017,Saturday,Weekend 2,Traditional House
4424,Generation Smash,Tulip,Lost Stories,22:00 - 23:00,29 July,2017,Saturday,Weekend 2,Unknown
4425,Woody Weekend,The Rave Cave,Freaquency,17:00 - 18:00,29 July,2017,Saturday,Weekend 2,Unknown
4426,Tranceaddict,Wind Stage,Simon Patterson,00:00 - 01:00,29 July,2017,Saturday,Weekend 2,"Psychedelic Trance, Trance"
4427,Tranceaddict,Wind Stage,Mike Squillo,12:00 - 13:00,29 July,2017,Saturday,Weekend 2,Unknown
4428,Tranceaddict,Wind Stage,Airwave,13:00 - 14:00,29 July,2017,Saturday,Weekend 2,"Progressive House, Psychedelic Trance"
4429,Tranceaddict,Wind Stage,Indecent Noise,14:00 - 15:00,29 July,2017,Saturday,Weekend 2,Trance
4430,Tranceaddict,Wind Stage,Airscape,15:00 - 16:00,29 July,2017,Saturday,Weekend 2,Unknown
4431,Tranceaddict,Wind Stage,Lange,16:00 - 17:00,29 July,2017,Saturday,Weekend 2,Trance
4432,Tranceaddict,Wind Stage,Alex M.O.R.P.H.,17:00 - 18:00,29 July,2017,Saturday,Weekend 2,"Electro House, Trance"
4433,Tranceaddict,Wind Stage,Paul Oakenfold,18:00 - 19:00,29 July,2017,Saturday,Weekend 2,Trance
4434,Tranceaddict,Wind Stage,Andy Moor,19:00 - 20:00,29 July,2017,Saturday,Weekend 2,Trance
4435,Tranceaddict,Wind Stage,Tenishia,20:00 - 21:00,29 July,2017,Saturday,Weekend 2,"Progressive House, Trance"
4436,Tranceaddict,Wind Stage,Gabriel & Dresden,21:00 - 22:00,29 July,2017,Saturday,Weekend 2,"Progressive House, Trance"
4437,Tranceaddict,Wind Stage,Standerwick,22:00 - 23:00,29 July,2017,Saturday,Weekend 2,Trance
4438,Tranceaddict,Wind Stage,Sean Tyas & Menno de Jong,23:00 - 00:00,29 July,2017,Saturday,Weekend 2,Unknown
4439,I Love The 90's,Arch,Ward,13:00 - 17:00,30 July,2017,Sunday,Weekend 2,"Disco, Funk, House"
4440,I Love The 90's,Arch,Wout,17:00 - 18:30,30 July,2017,Sunday,Weekend 2,House
4441,I Love The 90's,Arch,DJ F.R.A.N.K.,18:30 - 20:00,30 July,2017,Sunday,Weekend 2,Unknown
4442,I Love The 90's,Arch,Pat Krimson,20:00 - 21:00,30 July,2017,Sunday,Weekend 2,"Electronic, Dance"
4443,I Love The 90's,Arch,Darude,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,"Progressive House, Trance"
4444,I Love The 90's,Arch,Ward vs. D-Devils,22:00 - 22:30,30 July,2017,Sunday,Weekend 2,Unknown
4445,I Love The 90's,Arch,Cherry Moon (live),22:30 - 23:00,30 July,2017,Sunday,Weekend 2,Unknown
4446,I Love The 90's,Arch,Charly Lownoise & Mental Theo,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Unknown
4447,Loudness,Cage,Tartaros,12:30 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4448,Loudness,Cage,Alpha2,14:00 - 15:30,30 July,2017,Sunday,Weekend 2,Unknown
4449,Loudness,Cage,Adaro,15:30 - 16:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4450,Generation Smash,Tulip,Juicy M,23:00 - 00:00,29 July,2017,Saturday,Weekend 2,Progressive House
4451,Loudness,Cage,Phuture Noize,17:30 - 18:30,30 July,2017,Sunday,Weekend 2,Hard Dance
4452,Loudness,Cage,Bass Chaserz,18:30 - 20:00,30 July,2017,Sunday,Weekend 2,Unknown
4453,Loudness,Cage,B-Front,20:00 - 21:00,30 July,2017,Sunday,Weekend 2,Hardcore Techno
4454,Loudness,Cage,Regain,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,Electronica
4455,Loudness,Cage,Delete,22:00 - 23:00,30 July,2017,Sunday,Weekend 2,Traditional House
4456,Loudness,Cage,Jason Payne,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Unknown
4457,Potion,Core,Bobby Nourmand,12:30 - 13:30,30 July,2017,Sunday,Weekend 2,"Disco House, Deep House"
4458,Potion,Core,DJ Licious,13:30 - 14:30,30 July,2017,Sunday,Weekend 2,House
4459,Potion,Core,Mickey,14:30 - 15:30,30 July,2017,Sunday,Weekend 2,Breakbeats
4460,Potion,Core,The Aston Shuffle,15:30 - 16:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4461,Potion,Core,Danny Howard,16:30 - 17:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4462,Potion,Core,Watermät,17:30 - 18:30,30 July,2017,Sunday,Weekend 2,Pop House
4463,Potion,Core,Blonde,18:30 - 19:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4464,Potion,Core,Jax Jones,19:30 - 20:30,30 July,2017,Sunday,Weekend 2,Traditional House
4465,Potion,Core,Michael Calfan,20:30 - 21:30,30 July,2017,Sunday,Weekend 2,Traditional House
4466,Potion,Core,MK,21:30 - 22:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4467,Potion,Core,The Magician,22:30 - 00:00,30 July,2017,Sunday,Weekend 2,Indie / Underground
4468,PRYDA,Freedom,Cristoph,13:00 - 14:30,30 July,2017,Sunday,Weekend 2,Unknown
4469,PRYDA,Freedom,Eagles & Butterflies,14:30 - 16:00,30 July,2017,Sunday,Weekend 2,"Electro House, Electronica"
4470,PRYDA,Freedom,Dusky,16:00 - 17:30,30 July,2017,Sunday,Weekend 2,"Deep House, Techno, Tech House"
4471,PRYDA,Freedom,Sasha,17:30 - 19:00,30 July,2017,Sunday,Weekend 2,"Tech House, Techno"
4472,PRYDA,Freedom,Adam Beyer,19:00 - 20:30,30 July,2017,Sunday,Weekend 2,Techno
4473,PRYDA,Freedom,Deadmau5,20:30 - 22:00,30 July,2017,Sunday,Weekend 2,"Electro House, Progressive House"
4474,PRYDA,Freedom,Eric Prydz,22:00 - 00:00,30 July,2017,Sunday,Weekend 2,Progressive House
4475,Loudness,Cage,Prefix & Density,16:30 - 17:30,30 July,2017,Sunday,Weekend 2,Unknown
4476,ANTS,Garden of Madness,Tapesh,13:30 - 15:00,30 July,2017,Sunday,Weekend 2,"Electronica, Traditional House"
4477,ANTS,Garden of Madness,Francisco Allendes,15:00 - 16:30,30 July,2017,Sunday,Weekend 2,Tech House
4478,ANTS,Garden of Madness,Vaal,16:30 - 18:00,30 July,2017,Sunday,Weekend 2,Unknown
4479,ANTS,Garden of Madness,Maya Jane Coles,18:00 - 19:30,30 July,2017,Sunday,Weekend 2,Tech House
4480,ANTS,Garden of Madness,Andrea Oliva,19:30 - 21:00,30 July,2017,Sunday,Weekend 2,"Minimal, Tech House"
4481,ANTS,Garden of Madness,Kölsch,21:00 - 22:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4482,ANTS,Garden of Madness,Nic Fanciulli,22:30 - 00:00,30 July,2017,Sunday,Weekend 2,Tech House
4483,Radio Ultra Modern,Harbour House,DJ Dosschy,13:00 - 15:00,30 July,2017,Sunday,Weekend 2,Unknown
4484,Radio Ultra Modern,Harbour House,Bubba,17:00 - 20:00,30 July,2017,Sunday,Weekend 2,"Electronic, House, Techno"
4485,Radio Ultra Modern,Harbour House,Discobaar A Moeder,20:00 - 22:00,30 July,2017,Sunday,Weekend 2,Dance
4486,Radio Ultra Modern,Harbour House,Pepe Luvwax,22:00 - 00:00,30 July,2017,Sunday,Weekend 2,Unknown
4487,CDA presents Mosaic,House of Books,Axel Haube & Arno Stolz,12:30 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4488,CDA presents Mosaic,House of Books,Michael Thoelen,14:00 - 15:30,30 July,2017,Sunday,Weekend 2,Unknown
4489,CDA presents Mosaic,House of Books,Dino Lenny,15:30 - 16:30,30 July,2017,Sunday,Weekend 2,"Commercial Dance, Electronica, Progressive House, Techno, Traditional House"
4490,CDA presents Mosaic,House of Books,Agents of Time (live),16:30 - 17:30,30 July,2017,Sunday,Weekend 2,Techno
4491,CDA presents Mosaic,House of Books,Fatima Yamaha (live),17:30 - 18:30,30 July,2017,Sunday,Weekend 2,Unknown
4492,CDA presents Mosaic,House of Books,DJ Koze,18:30 - 20:00,30 July,2017,Sunday,Weekend 2,"Techno, Deep House"
4493,CDA presents Mosaic,House of Books,Âme (live),20:00 - 21:00,30 July,2017,Sunday,Weekend 2,Unknown
4494,CDA presents Mosaic,House of Books,Maceo Plex,21:00 - 22:30,30 July,2017,Sunday,Weekend 2,Tech House
4495,CDA presents Mosaic,House of Books,Mano Le Tough,22:30 - 23:50,30 July,2017,Sunday,Weekend 2,Traditional House
4496,Cubanisto,House of Mask by Cubanisto,KHLR,13:00 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4497,Cubanisto,House of Mask by Cubanisto,Farrago,14:00 - 15:00,30 July,2017,Sunday,Weekend 2,Techno
4498,Cubanisto,House of Mask by Cubanisto,Tofke,15:00 - 16:00,30 July,2017,Sunday,Weekend 2,Tech House
4499,Cubanisto,House of Mask by Cubanisto,Kipibara,16:00 - 17:00,30 July,2017,Sunday,Weekend 2,Unknown
4500,ANTS,Garden of Madness,Jules Dime,12:00 - 13:30,30 July,2017,Sunday,Weekend 2,Unknown
4501,Cubanisto,House of Mask by Cubanisto,ANOTR,18:00 - 19:30,30 July,2017,Sunday,Weekend 2,Techno
4502,Cubanisto,House of Mask by Cubanisto,Niels Feijen B2B LYA,19:30 - 21:00,30 July,2017,Sunday,Weekend 2,Unknown
4503,Cubanisto,House of Mask by Cubanisto,Ben Remember,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,Unknown
4504,Sanctuary,Leaf,Koodoo & Lamaz,12:30 - 14:30,30 July,2017,Sunday,Weekend 2,Unknown
4505,Sanctuary,Leaf,Miyaguy,14:30 - 16:30,30 July,2017,Sunday,Weekend 2,Unknown
4506,Sanctuary,Leaf,Julie Vazele,16:30 - 18:30,30 July,2017,Sunday,Weekend 2,Unknown
4507,Sanctuary,Leaf,Filipa Lazary,18:30 - 20:30,30 July,2017,Sunday,Weekend 2,Unknown
4508,Sanctuary,Leaf,Be Svendsen,20:30 - 22:30,30 July,2017,Sunday,Weekend 2,"Techno, Tech House"
4509,Mainstage,Mainstage,Aly & Fila,12:00 - 15:00,30 July,2017,Sunday,Weekend 2,Trance
4510,Mainstage,Mainstage,Martin Jensen,15:00 - 16:00,30 July,2017,Sunday,Weekend 2,"Electro House, Traditional House"
4511,Mainstage,Mainstage,MATTN,16:00 - 17:00,30 July,2017,Sunday,Weekend 2,"Commercial Dance, Traditional House"
4512,Mainstage,Mainstage,Alan Walker,17:00 - 18:00,30 July,2017,Sunday,Weekend 2,"Commercial Dance, Electro House, Electronica, Progressive House, Traditional House"
4513,Mainstage,Mainstage,Otto Knows,18:00 - 19:00,30 July,2017,Sunday,Weekend 2,Traditional House
4514,Mainstage,Mainstage,Robin Schulz,19:00 - 20:00,30 July,2017,Sunday,Weekend 2,Commercial Dance
4515,Mainstage,Mainstage,Paul Kalkbrenner,20:00 - 21:00,30 July,2017,Sunday,Weekend 2,Techno
4516,Mainstage,Mainstage,Nervo,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,"Electro House, Progressive House"
4517,Mainstage,Mainstage,David Guetta,22:00 - 23:00,30 July,2017,Sunday,Weekend 2,Electro House
4518,Mainstage,Mainstage,Martin Garrix,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Electro House
4519,Smash The House,Organ of Harmony,DiMaro,12:30 - 13:30,30 July,2017,Sunday,Weekend 2,House
4520,Smash The House,Organ of Harmony,Futuristic Polar Bears,13:30 - 14:30,30 July,2017,Sunday,Weekend 2,Commercial Dance
4521,Smash The House,Organ of Harmony,Moguai,14:30 - 15:30,30 July,2017,Sunday,Weekend 2,"Electro House, Progressive House"
4522,Smash The House,Organ of Harmony,Diego Miranda,15:30 - 16:30,30 July,2017,Sunday,Weekend 2,Traditional House
4523,Smash The House,Organ of Harmony,Frank Walker,16:30 - 17:30,30 July,2017,Sunday,Weekend 2,"Commercial Dance, Future Bass, Trap"
4524,Smash The House,Organ of Harmony,Quintino,17:30 - 18:30,30 July,2017,Sunday,Weekend 2,Electro House
4525,Cubanisto,House of Mask by Cubanisto,Prinz,17:00 - 18:00,30 July,2017,Sunday,Weekend 2,Techno
4526,Smash The House,Organ of Harmony,Ummet Ozcan,19:30 - 20:30,30 July,2017,Sunday,Weekend 2,Trance
4527,Smash The House,Organ of Harmony,Chuckie,20:30 - 21:30,30 July,2017,Sunday,Weekend 2,Electro House
4528,Smash The House,Organ of Harmony,Smash The House Family,21:30 - 23:00,30 July,2017,Sunday,Weekend 2,Unknown
4529,Smash The House,Organ of Harmony,DVBBS,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Commercial Dance
4530,The Sound of Tomorrow,Sound of Tomorrow Island,MACHA!,12:30 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4531,The Sound of Tomorrow,Sound of Tomorrow Island,Dominico,14:00 - 15:00,30 July,2017,Sunday,Weekend 2,Tech House
4532,The Sound of Tomorrow,Sound of Tomorrow Island,Dante Klein,15:00 - 16:00,30 July,2017,Sunday,Weekend 2,"Electronica, Tech House, Traditional House"
4533,The Sound of Tomorrow,Sound of Tomorrow Island,Bruno Martini,16:00 - 17:00,30 July,2017,Sunday,Weekend 2,"Commercial Dance, House"
4534,The Sound of Tomorrow,Sound of Tomorrow Island,Gestöt aber GeiL,17:00 - 18:00,30 July,2017,Sunday,Weekend 2,Unknown
4535,The Sound of Tomorrow,Sound of Tomorrow Island,LVNDSCAPE,18:00 - 19:00,30 July,2017,Sunday,Weekend 2,"Progressive House, Traditional House"
4536,The Sound of Tomorrow,Sound of Tomorrow Island,Sophie Francis,19:00 - 20:30,30 July,2017,Sunday,Weekend 2,Unknown
4537,The Sound of Tomorrow,Sound of Tomorrow Island,NIVIRO,20:30 - 22:00,30 July,2017,Sunday,Weekend 2,Unknown
4538,The Sound of Tomorrow,Sound of Tomorrow Island,Stereo Palma,22:00 - 23:00,30 July,2017,Sunday,Weekend 2,Traditional House
4539,Coincidence,The Rave Cave,Lena,12:00 - 13:30,30 July,2017,Sunday,Weekend 2,Rock
4540,Coincidence,The Rave Cave,Psytox,13:30 - 15:00,30 July,2017,Sunday,Weekend 2,"Hardstyle, Rawstyle, Electronic"
4541,Coincidence,The Rave Cave,Trinity,15:00 - 16:30,30 July,2017,Sunday,Weekend 2,Unknown
4542,Coincidence,The Rave Cave,Tahko,16:30 - 18:00,30 July,2017,Sunday,Weekend 2,Unknown
4543,Coincidence,The Rave Cave,Tom Dazing,18:00 - 19:00,30 July,2017,Sunday,Weekend 2,Commercial Dance
4544,Coincidence,The Rave Cave,Annie Hall,19:00 - 21:00,30 July,2017,Sunday,Weekend 2,Unknown
4545,Coincidence,The Rave Cave,Trixy,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,"Hardstyle, Rawstyle, Electronic"
4546,Coincidence,The Rave Cave,Pete Howl,22:00 - 23:00,30 July,2017,Sunday,Weekend 2,Unknown
4547,Coincidence,The Rave Cave,Massimo Mephesto,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Unknown
4548,Heldeep,The Rose Garden,Filatov & Karas,12:30 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4549,Heldeep,The Rose Garden,AFSHeeN,14:00 - 15:00,30 July,2017,Sunday,Weekend 2,Unknown
4550,Smash The House,Organ of Harmony,Yves V & Regi,18:30 - 19:30,30 July,2017,Sunday,Weekend 2,"Big Room House, Progressive House"
4551,Heldeep,The Rose Garden,Chris Lake,16:00 - 17:00,30 July,2017,Sunday,Weekend 2,Electro House
4552,Heldeep,The Rose Garden,Chocolate Puma,17:00 - 18:00,30 July,2017,Sunday,Weekend 2,Traditional House
4553,Heldeep,The Rose Garden,Throttle,18:00 - 19:00,30 July,2017,Sunday,Weekend 2,"Commercial Dance, Electronica"
4554,Heldeep,The Rose Garden,Mike Mago,19:00 - 20:00,30 July,2017,Sunday,Weekend 2,Commercial Dance
4555,Heldeep,The Rose Garden,Felix Jaehn,20:00 - 21:30,30 July,2017,Sunday,Weekend 2,"Deep House, Tech House"
4556,Heldeep,The Rose Garden,Oliver Heldens,21:30 - 23:00,30 July,2017,Sunday,Weekend 2,"Electro House, Electronica, Techno"
4557,Heldeep,The Rose Garden,Laidback Luke,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Electro House
4558,Star Warz invites RAM Records,Tulip,One87 ft. MC Mush,12:00 - 13:00,30 July,2017,Sunday,Weekend 2,Unknown
4559,Star Warz invites RAM Records,Tulip,Bredren,13:00 - 14:00,30 July,2017,Sunday,Weekend 2,Unknown
4560,Star Warz invites RAM Records,Tulip,Baz & Simplistix,14:00 - 15:00,30 July,2017,Sunday,Weekend 2,Unknown
4561,Star Warz invites RAM Records,Tulip,Gunman & Judah,15:00 - 16:00,30 July,2017,Sunday,Weekend 2,Unknown
4562,Star Warz invites RAM Records,Tulip,M&T ft. MC Seko,16:00 - 17:00,30 July,2017,Sunday,Weekend 2,Unknown
4563,Star Warz invites RAM Records,Tulip,James Marvel ft. MC Mota,17:00 - 18:00,30 July,2017,Sunday,Weekend 2,Unknown
4564,Star Warz invites RAM Records,Tulip,Murdock,18:00 - 19:00,30 July,2017,Sunday,Weekend 2,Drum & Bass
4565,Star Warz invites RAM Records,Tulip,Unreal,19:00 - 20:00,30 July,2017,Sunday,Weekend 2,Unknown
4566,Star Warz invites RAM Records,Tulip,Bensley,20:00 - 21:00,30 July,2017,Sunday,Weekend 2,Unknown
4567,Star Warz invites RAM Records,Tulip,June Miller,21:00 - 22:00,30 July,2017,Sunday,Weekend 2,"Drum & Bass, Dubstep"
4568,Star Warz invites RAM Records,Tulip,Wilkinson ft. MC Ad-Apt,22:00 - 23:00,30 July,2017,Sunday,Weekend 2,Unknown
4569,Star Warz invites RAM Records,Tulip,Andy C & Tonn Piper,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,Drum & Bass
4570,Coone & The Gang,Wind Stage,Unsenses,12:00 - 13:30,30 July,2017,Sunday,Weekend 2,Unknown
4571,Coone & The Gang,Wind Stage,Sephyx,13:30 - 14:30,30 July,2017,Sunday,Weekend 2,Hard Dance
4572,Coone & The Gang,Wind Stage,Lowriderz,14:30 - 15:30,30 July,2017,Sunday,Weekend 2,Unknown
4573,Coone & The Gang,Wind Stage,Da Tweekaz,15:30 - 16:30,30 July,2017,Sunday,Weekend 2,Hardcore Techno
4574,Coone & The Gang,Wind Stage,Dirtcaps vs. LNY TNZ,16:30 - 17:30,30 July,2017,Sunday,Weekend 2,Unknown
4575,Heldeep,The Rose Garden,Ferrick Dawn,15:00 - 16:00,30 July,2017,Sunday,Weekend 2,Unknown
4576,Coone & The Gang,Wind Stage,Psyko Punkz,19:00 - 20:00,30 July,2017,Sunday,Weekend 2,Hardcore Techno
4577,Coone & The Gang,Wind Stage,Pablo Discobar's Hitlist,20:00 - 20:30,30 July,2017,Sunday,Weekend 2,Unknown
4578,Coone & The Gang,Wind Stage,Coone & Zatox,20:30 - 21:30,30 July,2017,Sunday,Weekend 2,Unknown
4579,Coone & The Gang,Wind Stage,Frequencerz vs. Hard Driver,21:30 - 22:30,30 July,2017,Sunday,Weekend 2,Unknown
4580,Coone & The Gang,Wind Stage,Sub Zero Project (live),22:30 - 23:00,30 July,2017,Sunday,Weekend 2,Unknown
4581,Coone & The Gang,Wind Stage,Radical Redemption,23:00 - 00:00,30 July,2017,Sunday,Weekend 2,"Electronica, Hard Dance, Hardcore Techno, Techno, Trance"
